;PC1;PC2;PC3;labels;markers;Family;Colors
261;-1.0648665;0.745148;0.08225169;6X40_chain_B;circle;GABAAR;rgb(43, 113, 255)
262;0.6270825;0.119388565;-2.0073662;6X40_chain_C;circle;GABAAR;rgb(43, 113, 255)
263;-1.0791689;1.6741267;0.9112493;6X40_chain_D;circle;GABAAR;rgb(43, 113, 255)
264;-1.378859;-0.42557073;-0.78764516;6X40_chain_E;circle;GABAAR;rgb(43, 113, 255)
265;1.9633057;0.035702445;-1.3907883;6D1S_chain_A;circle;GABAAR_chimera;rgb(106, 128, 156)
266;1.0891856;0.43695077;-0.41267338;6D1S_chain_B;circle;GABAAR_chimera;rgb(106, 128, 156)
267;2.2129455;1.2331036;-1.5961169;6D1S_chain_C;circle;GABAAR_chimera;rgb(106, 128, 156)
268;1.8520175;0.55523276;-0.92949355;6D1S_chain_D;circle;GABAAR_chimera;rgb(106, 128, 156)
269;2.2041795;0.82528937;-1.6781291;6D1S_chain_E;circle;GABAAR_chimera;rgb(106, 128, 156)
270;2.5214794;1.4857197;-1.3370101;6CDU_chain_A;circle;GABAAR_chimera;rgb(106, 128, 156)
271;0.9342635;2.9906642;-1.1472887;6CDU_chain_B;circle;GABAAR_chimera;rgb(106, 128, 156)
272;1.7454827;1.8475891;-1.3468182;6CDU_chain_C;circle;GABAAR_chimera;rgb(106, 128, 156)
273;2.3386009;1.0843271;-1.4323723;6CDU_chain_D;circle;GABAAR_chimera;rgb(106, 128, 156)
274;2.8712246;1.0786519;-2.032316;6CDU_chain_E;circle;GABAAR_chimera;rgb(106, 128, 156)
275;0.8159055;-4.344489;-0.6711958;6A96_chain_A;circle;GABAAR;rgb(43, 113, 255)
276;2.1665564;-1.9528586;0.69211376;6A96_chain_B;circle;GABAAR;rgb(43, 113, 255)
277;2.1647406;-1.9516721;0.691906;6A96_chain_C;circle;GABAAR;rgb(43, 113, 255)
278;2.1654103;-1.9541012;0.69226825;6A96_chain_D;circle;GABAAR;rgb(43, 113, 255)
279;2.1657364;-1.9513696;0.69337076;6A96_chain_E;circle;GABAAR;rgb(43, 113, 255)
280;0.9024338;1.5545323;-0.5123184;6I53_chain_A;circle;GABAAR;rgb(43, 113, 255)
281;0.14423218;0.69837624;-0.17379838;6I53_chain_B;circle;GABAAR;rgb(43, 113, 255)
282;1.0709765;1.1472872;-0.5428512;6I53_chain_C;circle;GABAAR;rgb(43, 113, 255)
283;0.73665553;1.5755475;0.08988585;6I53_chain_D;circle;GABAAR;rgb(43, 113, 255)
284;-0.084454626;0.5013044;0.22883005;6I53_chain_E;circle;GABAAR;rgb(43, 113, 255)
285;-0.269853;1.7987665;-0.80073315;4X5T_chain_A;circle;GlyR_chimera;rgb(119, 150, 142)
286;-1.0510821;1.4983387;-1.0978179;4X5T_chain_B;circle;GlyR_chimera;rgb(119, 150, 142)
287;-0.6618501;1.4349719;-0.7802556;4X5T_chain_C;circle;GlyR_chimera;rgb(119, 150, 142)
288;-0.8104251;1.6601251;-0.9462795;4X5T_chain_D;circle;GlyR_chimera;rgb(119, 150, 142)
289;-0.37600148;1.6046482;-0.97428066;4X5T_chain_E;circle;GlyR_chimera;rgb(119, 150, 142)
290;-0.052041348;-1.1613004;-0.18653381;3JAF_chain_A;circle;GlyR;rgb(0, 204, 150)
291;-0.05111984;-1.1616563;-0.18711954;3JAF_chain_B;circle;GlyR;rgb(0, 204, 150)
292;-0.051780336;-1.1618465;-0.18666553;3JAF_chain_C;circle;GlyR;rgb(0, 204, 150)
293;-0.053203084;-1.1619738;-0.18622886;3JAF_chain_D;circle;GlyR;rgb(0, 204, 150)
294;-0.051876377;-1.1606851;-0.18617357;3JAF_chain_E;circle;GlyR;rgb(0, 204, 150)
295;-0.09118115;3.1502748;0.74897295;3JAD_chain_A;circle;GlyR;rgb(0, 204, 150)
296;-0.09181783;3.1504364;0.7484758;3JAD_chain_B;circle;GlyR;rgb(0, 204, 150)
297;-0.091420226;3.149712;0.7492158;3JAD_chain_C;circle;GlyR;rgb(0, 204, 150)
298;-0.091356404;3.1495576;0.7494303;3JAD_chain_D;circle;GlyR;rgb(0, 204, 150)
299;-0.09131756;3.1502206;0.74840593;3JAD_chain_E;circle;GlyR;rgb(0, 204, 150)
300;-0.27488935;-1.0848382;-0.647528;3JAE_chain_A;circle;GlyR;rgb(0, 204, 150)
301;-0.2740779;-1.0862937;-0.6485783;3JAE_chain_B;circle;GlyR;rgb(0, 204, 150)
302;-0.275445;-1.0849531;-0.6483226;3JAE_chain_C;circle;GlyR;rgb(0, 204, 150)
303;-0.27516252;-1.0845182;-0.64690846;3JAE_chain_D;circle;GlyR;rgb(0, 204, 150)
304;-0.27583972;-1.0836918;-0.64725935;3JAE_chain_E;circle;GlyR;rgb(0, 204, 150)
305;-0.39021555;2.3701754;-0.7442368;5CFB_chain_A;circle;GlyR;rgb(0, 204, 150)
306;0.14351614;1.8532063;-1.0712501;5CFB_chain_B;circle;GlyR;rgb(0, 204, 150)
307;0.94770217;2.5751646;-0.98794276;5CFB_chain_C;circle;GlyR;rgb(0, 204, 150)
308;0.10383352;2.2227592;-0.63850665;5CFB_chain_D;circle;GlyR;rgb(0, 204, 150)
309;0.4764449;2.64758;-1.2370081;5CFB_chain_E;circle;GlyR;rgb(0, 204, 150)
310;0.6221054;2.5171216;-0.047308043;5VDH_chain_A;circle;GlyR;rgb(0, 204, 150)
311;0.6418687;2.5303576;-0.061268214;5VDH_chain_B;circle;GlyR;rgb(0, 204, 150)
312;0.6202904;2.5373936;-0.07104732;5VDH_chain_C;circle;GlyR;rgb(0, 204, 150)
313;0.6147229;2.5315738;-0.0597833;5VDH_chain_D;circle;GlyR;rgb(0, 204, 150)
314;0.61395854;2.5348248;-0.06604533;5VDH_chain_E;circle;GlyR;rgb(0, 204, 150)
315;-0.07855122;3.2301304;-0.5943098;5VDI_chain_A;circle;GlyR;rgb(0, 204, 150)
316;-0.09615293;3.1691384;-0.5620904;5VDI_chain_B;circle;GlyR;rgb(0, 204, 150)
317;-0.15684542;3.217566;-0.58064103;5VDI_chain_C;circle;GlyR;rgb(0, 204, 150)
318;-0.046035446;3.2625158;-0.61255395;5VDI_chain_D;circle;GlyR;rgb(0, 204, 150)
319;-0.113723114;3.16116;-0.52500945;5VDI_chain_E;circle;GlyR;rgb(0, 204, 150)
320;-0.08191065;2.842189;-0.24781105;5TIN_chain_A;circle;GlyR;rgb(0, 204, 150)
321;-0.07359692;2.7798584;-0.25607598;5TIN_chain_B;circle;GlyR;rgb(0, 204, 150)
322;-0.11752283;2.8047628;-0.25130954;5TIN_chain_C;circle;GlyR;rgb(0, 204, 150)
323;-0.07405477;2.9168954;-0.39010203;5TIN_chain_D;circle;GlyR;rgb(0, 204, 150)
324;-0.05210647;2.7681208;-0.20132329;5TIN_chain_E;circle;GlyR;rgb(0, 204, 150)
325;0.35632306;2.5147614;-0.25006065;5TIO_chain_A;circle;GlyR;rgb(0, 204, 150)
326;0.4161383;2.5096958;-0.26915765;5TIO_chain_B;circle;GlyR;rgb(0, 204, 150)
327;0.38509196;2.5168455;-0.27351174;5TIO_chain_C;circle;GlyR;rgb(0, 204, 150)
328;0.36824656;2.5535846;-0.30563113;5TIO_chain_D;circle;GlyR;rgb(0, 204, 150)
329;0.34657845;2.5448978;-0.31394127;5TIO_chain_E;circle;GlyR;rgb(0, 204, 150)
330;-0.28637627;0.7280426;-0.96931875;6VM3_chain_A;circle;GlyR;rgb(0, 204, 150)
331;-0.28443778;0.727057;-0.9682199;6VM3_chain_B;circle;GlyR;rgb(0, 204, 150)
332;-0.285322;0.72739476;-0.9690013;6VM3_chain_C;circle;GlyR;rgb(0, 204, 150)
333;-0.28428584;0.72844315;-0.9696944;6VM3_chain_D;circle;GlyR;rgb(0, 204, 150)
334;-0.28552178;0.7289131;-0.96795547;6VM3_chain_E;circle;GlyR;rgb(0, 204, 150)
335;0.56525767;0.16384582;-0.7706609;6VM2_chain_A;circle;GlyR;rgb(0, 204, 150)
336;0.56396824;0.16522983;-0.7715904;6VM2_chain_B;circle;GlyR;rgb(0, 204, 150)
337;0.5651243;0.16435224;-0.77002114;6VM2_chain_C;circle;GlyR;rgb(0, 204, 150)
338;0.56562483;0.16392311;-0.77141356;6VM2_chain_D;circle;GlyR;rgb(0, 204, 150)
339;0.5668255;0.16521733;-0.77108294;6VM2_chain_E;circle;GlyR;rgb(0, 204, 150)
340;0.56525767;0.16384582;-0.7706609;6VM0_chain_A;circle;GlyR;rgb(0, 204, 150)
341;0.56396824;0.16522983;-0.7715904;6VM0_chain_B;circle;GlyR;rgb(0, 204, 150)
342;0.5651243;0.16435224;-0.77002114;6VM0_chain_C;circle;GlyR;rgb(0, 204, 150)
343;0.56562483;0.16392311;-0.77141356;6VM0_chain_D;circle;GlyR;rgb(0, 204, 150)
344;0.5668255;0.16521733;-0.77108294;6VM0_chain_E;circle;GlyR;rgb(0, 204, 150)
345;-0.111094005;1.2638714;-0.34524053;6PM6_chain_A;circle;GlyR;rgb(0, 204, 150)
346;-0.015458795;1.3574624;-0.30687952;6PM6_chain_B;circle;GlyR;rgb(0, 204, 150)
347;-0.049072158;1.2621487;-0.20178969;6PM6_chain_C;circle;GlyR;rgb(0, 204, 150)
348;-0.02573849;1.280038;-0.35534403;6PM6_chain_D;circle;GlyR;rgb(0, 204, 150)
349;0.021754844;1.1867057;-0.3207261;6PM6_chain_E;circle;GlyR;rgb(0, 204, 150)
350;0.27059758;0.45084015;0.1978719;6PM5_chain_A;circle;GlyR;rgb(0, 204, 150)
351;0.27210626;0.4509504;0.1970356;6PM5_chain_B;circle;GlyR;rgb(0, 204, 150)
352;0.27220586;0.4518522;0.19585243;6PM5_chain_C;circle;GlyR;rgb(0, 204, 150)
353;0.2713849;0.450719;0.1978139;6PM5_chain_D;circle;GlyR;rgb(0, 204, 150)
354;0.2715566;0.4511274;0.19777572;6PM5_chain_E;circle;GlyR;rgb(0, 204, 150)
355;0.5098061;1.6211811;-1.3776544;6PM4_chain_A;circle;GlyR;rgb(0, 204, 150)
356;0.51062846;1.6203505;-1.3770328;6PM4_chain_B;circle;GlyR;rgb(0, 204, 150)
357;0.5090375;1.6196125;-1.377283;6PM4_chain_C;circle;GlyR;rgb(0, 204, 150)
358;0.50980365;1.6213862;-1.3783408;6PM4_chain_D;circle;GlyR;rgb(0, 204, 150)
359;0.5081926;1.6213019;-1.3791728;6PM4_chain_E;circle;GlyR;rgb(0, 204, 150)
360;-0.9268779;1.7568053;-0.5931093;6PM3_chain_A;circle;GlyR;rgb(0, 204, 150)
361;-0.9265876;1.7566159;-0.59379965;6PM3_chain_B;circle;GlyR;rgb(0, 204, 150)
362;-0.9270232;1.7562982;-0.5937283;6PM3_chain_C;circle;GlyR;rgb(0, 204, 150)
363;-0.92638755;1.7560543;-0.5941393;6PM3_chain_D;circle;GlyR;rgb(0, 204, 150)
364;-0.9258949;1.7580042;-0.59292895;6PM3_chain_E;circle;GlyR;rgb(0, 204, 150)
365;-0.13286556;1.1345532;-0.8927187;6PM2_chain_A;circle;GlyR;rgb(0, 204, 150)
366;-0.046626583;1.0871814;-0.9334909;6PM2_chain_B;circle;GlyR;rgb(0, 204, 150)
367;-0.08278426;1.1152016;-0.90263504;6PM2_chain_C;circle;GlyR;rgb(0, 204, 150)
368;-0.12430594;1.0189894;-0.82747895;6PM2_chain_D;circle;GlyR;rgb(0, 204, 150)
369;-0.11028586;1.020258;-0.9562323;6PM2_chain_E;circle;GlyR;rgb(0, 204, 150)
370;-1.1442112;1.3896307;0.20885088;6PM1_chain_A;circle;GlyR;rgb(0, 204, 150)
371;-1.1418148;1.3900162;0.21005286;6PM1_chain_B;circle;GlyR;rgb(0, 204, 150)
372;-1.1446061;1.3888178;0.20934299;6PM1_chain_C;circle;GlyR;rgb(0, 204, 150)
373;-1.1432837;1.3884903;0.2098584;6PM1_chain_D;circle;GlyR;rgb(0, 204, 150)
374;-1.1439677;1.391443;0.20913932;6PM1_chain_E;circle;GlyR;rgb(0, 204, 150)
375;-1.1305196;0.16594982;0.81637424;6PM0_chain_A;circle;GlyR;rgb(0, 204, 150)
376;-1.1305336;0.16735677;0.81672907;6PM0_chain_B;circle;GlyR;rgb(0, 204, 150)
377;-1.1312401;0.16597258;0.81662273;6PM0_chain_C;circle;GlyR;rgb(0, 204, 150)
378;-1.1304141;0.16532262;0.8161357;6PM0_chain_D;circle;GlyR;rgb(0, 204, 150)
379;-1.1299628;0.16604853;0.81683195;6PM0_chain_E;circle;GlyR;rgb(0, 204, 150)
380;0.036097903;0.208691;-0.5021107;6UBS_chain_A;circle;GlyR;rgb(0, 204, 150)
381;0.037087034;0.2080094;-0.5028984;6UBS_chain_B;circle;GlyR;rgb(0, 204, 150)
382;0.035558388;0.20958547;-0.5027096;6UBS_chain_C;circle;GlyR;rgb(0, 204, 150)
383;0.034700435;0.20859116;-0.50234276;6UBS_chain_D;circle;GlyR;rgb(0, 204, 150)
384;0.03523331;0.20958242;-0.5032423;6UBS_chain_E;circle;GlyR;rgb(0, 204, 150)
385;-0.22528748;0.41008624;-0.06761791;6UD3_chain_A;circle;GlyR;rgb(0, 204, 150)
386;-0.2263777;0.41100934;-0.06723185;6UD3_chain_B;circle;GlyR;rgb(0, 204, 150)
387;-0.2267015;0.41073075;-0.06630516;6UD3_chain_C;circle;GlyR;rgb(0, 204, 150)
388;-0.2254405;0.40979445;-0.065545574;6UD3_chain_D;circle;GlyR;rgb(0, 204, 150)
389;-0.22710326;0.4086407;-0.066413626;6UD3_chain_E;circle;GlyR;rgb(0, 204, 150)
390;0.92656285;-0.5403616;-0.3268117;6UBT_chain_A;circle;GlyR;rgb(0, 204, 150)
391;0.925614;-0.5412112;-0.32815206;6UBT_chain_B;circle;GlyR;rgb(0, 204, 150)
392;0.9259387;-0.5420585;-0.32670578;6UBT_chain_C;circle;GlyR;rgb(0, 204, 150)
393;0.92490965;-0.54018646;-0.3269998;6UBT_chain_D;circle;GlyR;rgb(0, 204, 150)
394;0.9263945;-0.54171634;-0.32783404;6UBT_chain_E;circle;GlyR;rgb(0, 204, 150)
395;-0.10940817;1.0216271;-0.008705816;6PLX_chain_A;circle;GlyR;rgb(0, 204, 150)
396;-0.1090292;1.022049;-0.0071983463;6PLX_chain_B;circle;GlyR;rgb(0, 204, 150)
397;-0.11074267;1.0236602;-0.008375573;6PLX_chain_C;circle;GlyR;rgb(0, 204, 150)
398;-0.10943919;1.02465;-0.0064672846;6PLX_chain_D;circle;GlyR;rgb(0, 204, 150)
399;-0.10975119;1.0226429;-0.008427784;6PLX_chain_E;circle;GlyR;rgb(0, 204, 150)
400;-0.40261528;1.2050323;-0.3586076;6PLY_chain_A;circle;GlyR;rgb(0, 204, 150)
401;-0.16611996;0.9074607;-0.42234072;6PLY_chain_B;circle;GlyR;rgb(0, 204, 150)
402;-0.23464714;0.93380886;-0.49915227;6PLY_chain_C;circle;GlyR;rgb(0, 204, 150)
403;-0.10379907;0.9121567;-0.5647148;6PLY_chain_D;circle;GlyR;rgb(0, 204, 150)
404;-0.29242405;1.066261;-0.40961033;6PLY_chain_E;circle;GlyR;rgb(0, 204, 150)
405;0.541404;1.6075176;-0.60696507;6PLW_chain_A;circle;GlyR;rgb(0, 204, 150)
406;0.5413959;1.6092851;-0.6082781;6PLW_chain_B;circle;GlyR;rgb(0, 204, 150)
407;0.5404935;1.6079547;-0.60637057;6PLW_chain_C;circle;GlyR;rgb(0, 204, 150)
408;0.54201996;1.6073555;-0.60786897;6PLW_chain_D;circle;GlyR;rgb(0, 204, 150)
409;0.5414099;1.6061416;-0.60796267;6PLW_chain_E;circle;GlyR;rgb(0, 204, 150)
410;-0.82504314;1.6304178;-0.18792078;6PLZ_chain_A;circle;GlyR;rgb(0, 204, 150)
411;-0.81064844;1.8175313;-0.25169414;6PLZ_chain_B;circle;GlyR;rgb(0, 204, 150)
412;-0.73761076;1.5836648;-0.24589336;6PLZ_chain_C;circle;GlyR;rgb(0, 204, 150)
413;-0.751238;1.5989892;-0.37414587;6PLZ_chain_D;circle;GlyR;rgb(0, 204, 150)
414;-0.8894938;1.6905915;-0.32145244;6PLZ_chain_E;circle;GlyR;rgb(0, 204, 150)
415;1.4186628;0.5812838;-0.65765667;6PLP_chain_A;circle;GlyR;rgb(0, 204, 150)
416;1.4183435;0.5794842;-0.657667;6PLP_chain_B;circle;GlyR;rgb(0, 204, 150)
417;1.4184207;0.5812988;-0.65864694;6PLP_chain_C;circle;GlyR;rgb(0, 204, 150)
418;1.4186857;0.58119565;-0.6563655;6PLP_chain_D;circle;GlyR;rgb(0, 204, 150)
419;1.4186505;0.581813;-0.658481;6PLP_chain_E;circle;GlyR;rgb(0, 204, 150)
420;1.4186628;0.5812838;-0.65765667;6PLQ_chain_A;circle;GlyR;rgb(0, 204, 150)
421;1.4183435;0.5794842;-0.657667;6PLQ_chain_B;circle;GlyR;rgb(0, 204, 150)
422;1.4184207;0.5812988;-0.65864694;6PLQ_chain_C;circle;GlyR;rgb(0, 204, 150)
423;1.4186857;0.58119565;-0.6563655;6PLQ_chain_D;circle;GlyR;rgb(0, 204, 150)
424;1.4186505;0.581813;-0.658481;6PLQ_chain_E;circle;GlyR;rgb(0, 204, 150)
425;0.26924154;0.7543292;-0.3066574;7PBD_chain_A;circle;GABAAR;rgb(43, 113, 255)
426;-0.33084768;-0.69720685;-0.64437544;7PBD_chain_B;circle;GABAAR;rgb(43, 113, 255)
427;-1.7118185;1.9660668;0.3798735;7PBD_chain_C;circle;GABAAR;rgb(43, 113, 255)
428;-0.44820112;0.50903755;-0.4051125;7PBD_chain_D;circle;GABAAR;rgb(43, 113, 255)
429;-0.13105837;0.12123086;-0.23432495;7PBD_chain_E;circle;GABAAR;rgb(43, 113, 255)
430;-1.1769279;2.0331395;0.26520172;7PBZ_chain_A;circle;GABAAR;rgb(43, 113, 255)
431;-1.5497485;1.0211927;-0.10496819;7PBZ_chain_B;circle;GABAAR;rgb(43, 113, 255)
432;-2.660456;1.5768465;0.044624526;7PBZ_chain_C;circle;GABAAR;rgb(43, 113, 255)
433;-1.3846606;1.6206926;-0.53055054;7PBZ_chain_D;circle;GABAAR;rgb(43, 113, 255)
434;-1.7138075;1.0745765;0.024174063;7PBZ_chain_E;circle;GABAAR;rgb(43, 113, 255)
435;-1.0675378;1.0523876;-0.58248425;7PC0_chain_A;circle;GABAAR;rgb(43, 113, 255)
436;-1.023123;1.2561425;-0.21646461;7PC0_chain_B;circle;GABAAR;rgb(43, 113, 255)
437;-2.4619327;1.9088553;-0.20845823;7PC0_chain_C;circle;GABAAR;rgb(43, 113, 255)
438;-1.5671525;1.2649031;-0.06711002;7PC0_chain_D;circle;GABAAR;rgb(43, 113, 255)
439;-1.7793707;0.82680166;-0.08763142;7PC0_chain_E;circle;GABAAR;rgb(43, 113, 255)
440;0.9961243;1.6768411;-0.080095574;6QFA_chain_A;circle;GABAAR;rgb(43, 113, 255)
441;0.99543536;1.6781063;-0.07885408;6QFA_chain_B;circle;GABAAR;rgb(43, 113, 255)
442;0.9962073;1.6765237;-0.077122904;6QFA_chain_C;circle;GABAAR;rgb(43, 113, 255)
443;0.9958626;1.6769204;-0.07854062;6QFA_chain_D;circle;GABAAR;rgb(43, 113, 255)
444;0.9956863;1.6769819;-0.078445025;6QFA_chain_E;circle;GABAAR;rgb(43, 113, 255)
445;-2.7383113;2.6422522;-1.7300178;7MLY_chain_A;circle;GlyR;rgb(0, 204, 150)
446;-2.8924356;1.8528383;-0.41969487;7MLY_chain_B;circle;GlyR;rgb(0, 204, 150)
447;0.07788384;-0.27071235;-0.6562095;7MLY_chain_C;circle;GlyR;rgb(0, 204, 150)
448;-1.295691;0.95193356;-1.0370322;7MLY_chain_D;circle;GlyR;rgb(0, 204, 150)
449;-3.1941888;2.2195523;-0.29809186;7MLY_chain_E;circle;GlyR;rgb(0, 204, 150)
450;-2.1806734;0.50962836;-4.116333;7MLU_chain_A;circle;GlyR;rgb(0, 204, 150)
451;-2.1799927;0.50959927;-4.11695;7MLU_chain_B;circle;GlyR;rgb(0, 204, 150)
452;-2.1804445;0.51024663;-4.1162906;7MLU_chain_C;circle;GlyR;rgb(0, 204, 150)
453;-2.1802387;0.5099923;-4.1168795;7MLU_chain_D;circle;GlyR;rgb(0, 204, 150)
454;-2.1816971;0.51022524;-4.115226;7MLU_chain_E;circle;GlyR;rgb(0, 204, 150)
455;-1.6107239;0.4227958;0.61904776;7L31_chain_A;circle;GlyR;rgb(0, 204, 150)
456;-2.4973106;0.29271817;-0.6026115;7L31_chain_B;circle;GlyR;rgb(0, 204, 150)
457;-2.0041473;0.8202215;0.6521668;7L31_chain_C;circle;GlyR;rgb(0, 204, 150)
458;-1.5838087;-0.1325452;0.004017216;7L31_chain_D;circle;GlyR;rgb(0, 204, 150)
459;-3.430327;1.7160126;0.19606182;7L31_chain_E;circle;GlyR;rgb(0, 204, 150)
460;-1.2843809;-0.036472425;-0.25565362;7KUY_chain_A;circle;GlyR;rgb(0, 204, 150)
461;-1.3116372;-0.58236825;-0.45090306;7KUY_chain_B;circle;GlyR;rgb(0, 204, 150)
462;-1.9766394;0.03780623;-0.1418783;7KUY_chain_C;circle;GlyR;rgb(0, 204, 150)
463;-2.8204553;0.928035;0.5780891;7KUY_chain_D;circle;GlyR;rgb(0, 204, 150)
464;-3.5748742;1.1729302;-0.76224124;7KUY_chain_E;circle;GlyR;rgb(0, 204, 150)
465;-0.005328202;-0.7504822;-2.5230675;5BKG_chain_A;circle;GlyR;rgb(0, 204, 150)
466;0.044327293;0.42477524;-0.03192636;5BKG_chain_B;circle;GlyR;rgb(0, 204, 150)
467;-1.0466027;0.8716304;-0.37328693;5BKG_chain_C;circle;GlyR;rgb(0, 204, 150)
468;0.07988284;1.5543903;-0.60700715;5BKG_chain_D;circle;GlyR;rgb(0, 204, 150)
469;-2.738462;2.7360466;1.7080086;5BKG_chain_E;circle;GlyR;rgb(0, 204, 150)
470;-0.70390064;1.3789853;-0.059635453;5BKF_chain_A;circle;GlyR;rgb(0, 204, 150)
471;-1.0081235;2.4280698;0.04996817;5BKF_chain_B;circle;GlyR;rgb(0, 204, 150)
472;-1.2086997;1.6280859;0.40055713;5BKF_chain_C;circle;GlyR;rgb(0, 204, 150)
473;-0.3077172;1.6544554;-0.5024514;5BKF_chain_D;circle;GlyR;rgb(0, 204, 150)
474;-1.966245;4.401672;1.1546531;5BKF_chain_E;circle;GlyR;rgb(0, 204, 150)
475;-3.3321712;-3.322066;-0.54890716;7QKO_chain_A;circle;nAChR;rgb(254, 32, 32)
476;-4.2563415;0.3349576;1.6888939;7QKO_chain_B;circle;nAChR;rgb(254, 32, 32)
477;-3.5479853;-0.44304198;1.7903618;7QKO_chain_C;circle;nAChR;rgb(254, 32, 32)
478;-3.0759752;-3.0324392;-0.37728223;7QKO_chain_D;circle;nAChR;rgb(254, 32, 32)
479;-4.375781;-0.52908766;1.2355726;7QKO_chain_E;circle;nAChR;rgb(254, 32, 32)
480;-1.9138619;-2.401511;-0.27307156;7QL5_chain_A;circle;nAChR;rgb(254, 32, 32)
481;-2.5312927;-0.56199634;1.4733678;7QL5_chain_B;circle;nAChR;rgb(254, 32, 32)
482;-1.4027524;0.7671194;1.4643259;7QL5_chain_C;circle;nAChR;rgb(254, 32, 32)
483;1.9106448;-2.698709;-0.5533187;7QL5_chain_D;circle;nAChR;rgb(254, 32, 32)
484;-2.9721422;-0.6157567;1.4684355;7QL5_chain_E;circle;nAChR;rgb(254, 32, 32)
485;-2.0095823;-2.4710798;-0.6463017;7QL6_chain_A;circle;nAChR;rgb(254, 32, 32)
486;-2.839223;0.11052578;1.6480745;7QL6_chain_B;circle;nAChR;rgb(254, 32, 32)
487;-1.8272641;0.3395375;2.1725218;7QL6_chain_C;circle;nAChR;rgb(254, 32, 32)
488;2.3798037;-2.699584;-0.9684439;7QL6_chain_D;circle;nAChR;rgb(254, 32, 32)
489;-3.3210917;-0.6626622;1.2680658;7QL6_chain_E;circle;nAChR;rgb(254, 32, 32)
490;-3.3038113;-2.0609121;0.79137546;7EKI_chain_A;circle;nAChR;rgb(254, 32, 32)
491;-3.3022585;-2.0593352;0.7909699;7EKI_chain_B;circle;nAChR;rgb(254, 32, 32)
492;-3.3030698;-2.062956;0.7899164;7EKI_chain_C;circle;nAChR;rgb(254, 32, 32)
493;-3.3031473;-2.0613568;0.79073125;7EKI_chain_D;circle;nAChR;rgb(254, 32, 32)
494;-3.3061755;-2.0599582;0.7916761;7EKI_chain_E;circle;nAChR;rgb(254, 32, 32)
495;-2.0978005;0.70274836;0.86021155;7EKT_chain_A;circle;nAChR;rgb(254, 32, 32)
496;-2.0989711;0.70081025;0.8592575;7EKT_chain_B;circle;nAChR;rgb(254, 32, 32)
497;-2.0994186;0.70385736;0.8591456;7EKT_chain_C;circle;nAChR;rgb(254, 32, 32)
498;-2.099696;0.7040989;0.85987175;7EKT_chain_D;circle;nAChR;rgb(254, 32, 32)
499;-2.0947256;0.7021707;0.86200935;7EKT_chain_E;circle;nAChR;rgb(254, 32, 32)
500;-2.5087526;0.1723392;1.531575;7EKP_chain_A;circle;nAChR;rgb(254, 32, 32)
501;-2.5101883;0.17240101;1.5307523;7EKP_chain_B;circle;nAChR;rgb(254, 32, 32)
502;-2.5058887;0.171437;1.5319299;7EKP_chain_C;circle;nAChR;rgb(254, 32, 32)
503;-2.509031;0.1720746;1.5320688;7EKP_chain_D;circle;nAChR;rgb(254, 32, 32)
504;-2.508175;0.1732635;1.5307856;7EKP_chain_E;circle;nAChR;rgb(254, 32, 32)
